evaluation_id,loser,match_id,official_verdict,verdict,winner
nci,full_hla__pr__regime_1400,82a73bce7f2a17b5113ee0bb0371e1b9ae2f5e7c72f670aa4ca662fa08d6cbdd,no_verdict,not_supported,full_hla__pr__regime_1225
nci,full_hla__pr__regime_1451,0d4306e5407a16971adda8345e2f167306bbafb4deed6addaf0f650dbb66189f,no_verdict,not_supported,full_hla__pr__regime_1225
nci,full_hla__pr__regime_1775,ca9fc1703830a2caccf76268b1bceb5b1f9da0572cfe624511895f8ec8fb6529,no_verdict,not_supported,full_hla__pr__regime_1225
nci,full_hla__pr__regime_1926,572bd5f4e82eb1f5427917e4dfbe3716a3c317720e096a369c5dde71a68aedef,no_verdict,not_supported,full_hla__pr__regime_1225
nci,full_hla__pr__regime_1950,5678c6294a196f41c086c08c6e4655e537b6c5e3a4f8260b4f031522e5cd56bf,no_verdict,not_supported,full_hla__pr__regime_1225
nci,full_hla__pr__regime_2100,ab2b343598d6b41dcbb5e771609e535e08c18f9a0f657d30b8f7c008b3022c8b,no_verdict,not_supported,full_hla__pr__regime_1225
nci,full_hla__pr__regime_2126,f420fd8ffd6608948976ff229e7f04a58cb2fa77f555af5527e7f134201374fb,no_verdict,not_supported,full_hla__pr__regime_1225
nci,full_hla__pr__regime_2153,2411c43b4b36d2e06c66d84e29555505bb515c7a579765824a01093ea57ac4df,no_verdict,not_supported,full_hla__pr__regime_1225
nci,full_hla__pr__regime_2154,bab51807192f98bcb8e69d71ea35e76d046b5c550fb7b3d81d67f6180f5eaa32,no_verdict,not_supported,full_hla__pr__regime_1225
nci,full_hla__pr__regime_2275,217b5f45fc740417199d6b0cf02b2b740b7db720352bfd2b6690198f748eff56,no_verdict,not_supported,full_hla__pr__regime_1225
nci,full_hla__pr__regime_2450,2a76c5fd7d3c2e53fa8b426f9cb984de94fb05f87fdc5b3382347878f1329b65,no_verdict,not_supported,full_hla__pr__regime_1225
nci,full_hla__pr__regime_2451,90055345d2bcace8ace6b2d5f251b1f49c540b9ed2e23f379543746a9e0e5b3b,no_verdict,not_supported,full_hla__pr__regime_1225
nci,full_hla__pr__regime_2505,ed608eb0d7e19df86c1598fe7e36551ccc88bd5dd9d0325e9a3c063dc1718b0c,no_verdict,not_supported,full_hla__pr__regime_1225
nci,full_hla__pr__regime_2625,fa80fc48d278d8c0c57d75adedb63b6ee58e3d30de2767cef8dad61383ff174a,no_verdict,not_supported,full_hla__pr__regime_1225
nci,full_hla__pr__regime_2676,c6980d696bcc95e195e17edb3dd0ed5fc3caa5cbcbc310b2f9b95c6057a5245a,no_verdict,not_supported,full_hla__pr__regime_1225
nci,full_hla__pr__regime_2677,078da7d903af4617c58a6d0944f50d7371f4a11085c446149a7e18451fed2a32,no_verdict,not_supported,full_hla__pr__regime_1225
nci,full_hla__pr__regime_2680,00de0c7a910cd3ae8f0d360b76e5024d2a66e21bd61edd96ab5b1a34ad4077d6,no_verdict,not_supported,full_hla__pr__regime_1225
nci,full_hla__pr__regime_2681,bd0ba02cad937dbd25b43fda8dbc995409e70eed77b7d01d3762dbe61aa9de17,no_verdict,not_supported,full_hla__pr__regime_1225
nci,full_hla__pr__regime_725,d440c750b815f8e3dfa6c5d5faee3e67d4dcc7c8d6a8c92db880b7d4cc2efdfb,no_verdict,not_supported,full_hla__pr__regime_1225
nci,full_hla__pr__regime_1225,82a73bce7f2a17b5113ee0bb0371e1b9ae2f5e7c72f670aa4ca662fa08d6cbdd,no_verdict,not_supported,full_hla__pr__regime_1400
nci,full_hla__pr__regime_1451,c33494ac6d13c34bec65ebf84ad90bdae81793970b7fe52a79627fdd06e56b31,no_verdict,not_supported,full_hla__pr__regime_1400
nci,full_hla__pr__regime_1775,5866f54fb78b00fdf80b7380836af5c348c40196db55b11122229cda9930a68c,no_verdict,not_supported,full_hla__pr__regime_1400
nci,full_hla__pr__regime_1926,e796023375109a720694eb045dc62a7eb8a18edbe199da5d62fa9ed4c6102c8f,no_verdict,not_supported,full_hla__pr__regime_1400
nci,full_hla__pr__regime_1950,3f4361e7ee151ea4b9bb65c9e8a1051f86c8544e3ead6a5d5a111bce7b6af896,no_verdict,not_supported,full_hla__pr__regime_1400
nci,full_hla__pr__regime_2100,db5ffc246e52c8861687fe810dffa71adc8cbf48f29ba020edf7f213be8e9d5b,no_verdict,not_supported,full_hla__pr__regime_1400
nci,full_hla__pr__regime_2126,8a7fd8a8723e2fd35a858fae1d8bc122e608a10cb13a9db402d20027a2d69485,no_verdict,not_supported,full_hla__pr__regime_1400
