evaluation_id,loser,match_id,official_verdict,verdict,winner
nci,full_q_mono_pn__pr__regime_1225,b77452a326b976fff62b5d80b24c4e835ce9c2944190bdd1126d9fd373bccf36,no_verdict,not_supported,full_q_mono_pn__pr__regime_1050
nci,full_q_mono_pn__pr__regime_1400,5f9c3ad9dbaea80fb66969ff0d77cb2b5fa7508e021b02409ff5d6d7b67410f7,no_verdict,not_supported,full_q_mono_pn__pr__regime_1050
nci,full_q_mono_pn__pr__regime_1401,9c79120f4427785301d451e7188bfb062b580e13f131a6d9363e7f4d7bb0102d,no_verdict,not_supported,full_q_mono_pn__pr__regime_1050
nci,full_q_mono_pn__pr__regime_1750,52fd2e33887566ed80ce09ec29141a0fc08bd42bfe3e84468bbc2d7e6fd1181c,no_verdict,not_supported,full_q_mono_pn__pr__regime_1050
nci,full_q_mono_pn__pr__regime_1925,fdcd2a7b62efa2ce1619ce3712726bf8d10308212937acdadbf5e587ac1d9c1e,no_verdict,not_supported,full_q_mono_pn__pr__regime_1050
nci,full_q_mono_pn__pr__regime_1930,76a9fc84af037b7f98e985c56e2dd73a0fa9fb09f29b8872f3684dc6db5d4942,no_verdict,not_supported,full_q_mono_pn__pr__regime_1050
nci,full_q_mono_pn__pr__regime_2125,7c84867654096756b17f7f3254d96b04a57692fd1b5ce4d9ea1a51558a24bca6,no_verdict,not_supported,full_q_mono_pn__pr__regime_1050
nci,full_q_mono_pn__pr__regime_2126,68d70ab58da1f34180f9656967a0655906147ed0182504f0116d949b79775c3c,no_verdict,not_supported,full_q_mono_pn__pr__regime_1050
nci,full_q_mono_pn__pr__regime_2127,093cfff9b24af22b335fabba457550c80a6e50dfc03d22177e9eb2795a78d9b4,no_verdict,not_supported,full_q_mono_pn__pr__regime_1050
nci,full_q_mono_pn__pr__regime_2275,dbccb07fc304849b81c33d0badb5340230b41385103ef28424ad2c63214c8f76,no_verdict,not_supported,full_q_mono_pn__pr__regime_1050
nci,full_q_mono_pn__pr__regime_2450,710b761aa2351a412fdb38d573f0dad8105c59f82b33d8720d2d4cb3afec185a,no_verdict,not_supported,full_q_mono_pn__pr__regime_1050
nci,full_q_mono_pn__pr__regime_2455,6aca45b20b75298376c58cc556e7dd0e67507b7e4a9f513e253d1429116d1244,no_verdict,not_supported,full_q_mono_pn__pr__regime_1050
nci,full_q_mono_pn__pr__regime_2460,0304b00ae222d2c62218e64781ea18a52054ad4a369a2ffaec591d62bd8ce3c3,no_verdict,not_supported,full_q_mono_pn__pr__regime_1050
nci,full_q_mono_pn__pr__regime_2625,30fde5d64d455cf80eaa8ab6258f38fd64c2504642ca73b22b8a1b9194b07856,no_verdict,not_supported,full_q_mono_pn__pr__regime_1050
nci,full_q_mono_pn__pr__regime_2626,fe593efb2d1067cce011bf0bdd9d4da7089ca142bad87644cad7b1ba9a651006,no_verdict,not_supported,full_q_mono_pn__pr__regime_1050
